u,v,key,osmid,highway,name,oneway,ref,reversed,length,geometry,lanes,maxspeed,bridge,tunnel,width,access,traffic
565362076,304153034,0,27695604,unclassified,並木通り,True,,False,128.357981788039,"LINESTRING (139.761052 35.6693511, 139.761089 35.6693855, 139.7619478 35.6701833, 139.7619866 35.6702206)",,,,,10,,1
565362076,565362077,0,240595361,unclassified,花椿通り,True,,False,46.3990166583794,"LINESTRING (139.761052 35.6693511, 139.7611015 35.6693145, 139.7614316 35.66907)",,,,,,,1
565362077,565362079,0,240595361,unclassified,花椿通り,True,,False,40.7519535957831,"LINESTRING (139.7614316 35.66907, 139.7617757 35.668833)",,,,,,,1
565362077,473474087,0,839784837,unclassified,見番通り,True,,False,165.914646577608,"LINESTRING (139.7614316 35.66907, 139.7613957 35.669036, 139.7602977 35.6679933, 139.7602354 35.6679378)",,,,,,,1
565362079,475008839,0,39629166,residential,金春通り,False,,True,152.764311577443,"LINESTRING (139.7617757 35.668833, 139.761737 35.6687971, 139.760715 35.6678481, 139.7606628 35.6677986)",,,,,,,1
565362079,565362096,0,240595360,unclassified,銀座すずらん通り,True,,False,129.309252737348,"LINESTRING (139.7617757 35.668833, 139.7618172 35.6688722, 139.7619882 35.6690337, 139.7626722 35.6696797, 139.7627092 35.6697146)",,,,,,,1
565362079,31254332,0,240595361,unclassified,花椿通り,True,,False,49.1633843074512,"LINESTRING (139.7617757 35.668833, 139.7620574 35.668638, 139.7621129 35.6685996, 139.7621899 35.6685462)",,,,,,,1
565362081,2019136815,0,39520581,unclassified,銀座コリドー通り,True,,False,41.0573780883925,"LINESTRING (139.7596803 35.6702965, 139.7598627 35.6706347)",,,,,,,1
565362081,387769191,0,44492913,unclassified,花椿通り,False,,False,31.9240515918205,"LINESTRING (139.7596803 35.6702965, 139.7597181 35.6702765, 139.7599582 35.6701194)",,,,,,,1
565362085,475010618,0,33847144,unclassified,交詢社通り,True,,False,31.3963658542487,"LINESTRING (139.7605735 35.6712204, 139.7603525 35.6713657, 139.7603033 35.671398)",,,,,,,1
565362085,565362089,0,44492914,residential,泰明通り,True,,False,52.9314103655208,"LINESTRING (139.7605735 35.6712204, 139.7606102 35.6712555, 139.760953 35.6715831)",,,,,,,1
565362087,304153034,0,33847144,unclassified,交詢社通り,True,,False,45.7264973776991,"LINESTRING (139.7623684 35.6699506, 139.7620318 35.6701879, 139.7619866 35.6702206)",,,,,,,1
565362087,565362077,0,240595362,unclassified,,True,,False,129.419540030148,"LINESTRING (139.7623684 35.6699506, 139.7623324 35.6699168, 139.7614751 35.6691109, 139.7614316 35.66907)",,,,,,,1
565362089,565362091,0,44492915,residential,,False,,False,37.2786193048081,"LINESTRING (139.760953 35.6715831, 139.7612606 35.6713596)",,,,,,,1
565362089,565362093,0,44492914,residential,泰明通り,True,,False,54.790140071023,"LINESTRING (139.760953 35.6715831, 139.7610965 35.6717156, 139.7612982 35.6719121, 139.7613478 35.6719571)",,,,,,,1
565362091,565362089,0,44492915,residential,,False,,True,37.2786193048081,"LINESTRING (139.7612606 35.6713596, 139.760953 35.6715831)",,,,,,,1
565362091,387769189,0,39521349,unclassified,数寄屋通り,True,,False,52.2237094672931,"LINESTRING (139.7612606 35.6713596, 139.7609259 35.6710375, 139.7608877 35.6710007)",,,,,,,1
565362093,473471752,0,"[39629578, 660991124]",unclassified,みゆき通り,True,,False,44.703420496299,"LINESTRING (139.7613478 35.6719571, 139.7617555 35.6719138, 139.7618293 35.6718817)",,30,,,,,1
565362096,565362087,0,33847144,unclassified,交詢社通り,True,,False,40.4525476040392,"LINESTRING (139.7627092 35.6697146, 139.7623684 35.6699506)",,,,,,,1
565362096,475008840,0,240595360,unclassified,銀座すずらん通り,True,,False,130.902401492965,"LINESTRING (139.7627092 35.6697146, 139.7627456 35.6697507, 139.7635926 35.6705755, 139.7636402 35.6706166)",,,,,,,1
565362098,473474085,0,539237085,primary,晴海通り,True,304,False,26.8561481883767,"LINESTRING (139.7645315 35.6715284, 139.7643137 35.6716928)",3,,,,,,1
565362099,565362103,0,207093731,residential,銀座ガス灯通り,True,,False,115.821459495234,"LINESTRING (139.7646035 35.6716311, 139.7646604 35.6716176, 139.7647033 35.6716236, 139.7647372 35.6716436, 139.7654285 35.6723131, 139.7654704 35.67235)",,,,,,,1
565362099,258071907,0,884274229,primary,晴海通り,True,304,False,55.9324428658003,"LINESTRING (139.7646035 35.6716311, 139.7648847 35.6714194, 139.7649492 35.6713714, 139.7650565 35.6712882)",3,,,,,,1
565362101,473474084,0,39629431,unclassified,銀座レンガ通り,True,,False,112.94981183184,"LINESTRING (139.7651447 35.6725794, 139.765099 35.6725403, 139.7645419 35.6719997, 139.7644151 35.6718786, 139.7643952 35.6718505, 139.7643903 35.6718145, 139.764397 35.6717858)",,,,,,,1
565362101,565362103,0,342481201,unclassified,松屋通り,True,,False,38.9396504027418,"LINESTRING (139.7651447 35.6725794, 139.7653088 35.6724625, 139.7654704 35.67235)",,,,,,,1
565362103,565362118,0,207093731,residential,銀座ガス灯通り,True,,False,132.751356163918,"LINESTRING (139.7654704 35.67235, 139.7655139 35.6723884, 139.7663871 35.6732174, 139.7664271 35.6732562)",,,,,,,1
565362103,565362105,0,342481201,unclassified,松屋通り,True,,False,49.0331737572021,"LINESTRING (139.7654704 35.67235, 139.7657642 35.67214, 139.7658143 35.6721042, 139.76588 35.6720607)",,,,,,,1
565362105,689881123,0,342481201,unclassified,松屋通り,True,,False,6.05801516009414,"LINESTRING (139.76588 35.6720607, 139.7659316 35.6720259)",,,,,,,1
565362105,565362121,0,1026056857,trunk,中央通り,True,15,False,132.560964565671,"LINESTRING (139.76588 35.6720607, 139.7659435 35.6721221, 139.7667097 35.6728609, 139.7667496 35.6728994, 139.7668254 35.6729725)",2,50,,,,,1
565362110,565362114,0,27695604,unclassified,並木通り,True,,False,132.769624384897,"LINESTRING (139.7647511 35.6728511, 139.7647985 35.6728965, 139.7656534 35.673716, 139.7657014 35.673762)",,,,,10,,1
565362110,565362101,0,342481201,unclassified,松屋通り,True,,False,46.6566467792452,"LINESTRING (139.7647511 35.6728511, 139.764799 35.6728181, 139.7651447 35.6725794)",,,,,,,1
565362114,473470166,0,27695604,unclassified,並木通り,True,,False,128.581917480681,"LINESTRING (139.7657014 35.673762, 139.7657461 35.6738038, 139.7665862 35.6745884, 139.7666356 35.6746345)",,,,,10,,1
565362114,2882602655,0,44492916,residential,銀座マロニエ通り,True,,False,36.8782771675305,"LINESTRING (139.7657014 35.673762, 139.7656582 35.6737965, 139.7653958 35.6739818)",,,,,,,1
565362116,565362101,0,39629431,unclassified,銀座レンガ通り,True,,False,132.21642445144,"LINESTRING (139.7660882 35.6734884, 139.7660503 35.6734517, 139.7651866 35.6726167, 139.7651447 35.6725794)",,,,,,,1
565362116,565362114,0,44492916,residential,銀座マロニエ通り,True,,False,46.3298292171864,"LINESTRING (139.7660882 35.6734884, 139.7657575 35.6737208, 139.7657014 35.673762)",,,,,,,1
565362118,565362116,0,44492916,residential,銀座マロニエ通り,True,,False,40.0473345264629,"LINESTRING (139.7664271 35.6732562, 139.7660882 35.6734884)",,,,,,,1
565362118,510591086,0,207093731,residential,銀座ガス灯通り,True,,False,128.648290015087,"LINESTRING (139.7664271 35.6732562, 139.766463 35.6732901, 139.7673165 35.6740954, 139.7673563 35.674133)",,,,,,,1
565362121,304153036,0,46869644,unclassified,銀座マロニエ通り,False,,False,7.20142870039723,"LINESTRING (139.7668254 35.6729725, 139.7668881 35.6729325)",,,,,,,1
565362121,565362118,0,44492916,residential,銀座マロニエ通り,True,,False,47.8498166972709,"LINESTRING (139.7668254 35.6729725, 139.7667707 35.6730115, 139.7664271 35.6732562)",,,,,,,1
565362121,1105152920,0,1026056857,trunk,中央通り,True,15,False,128.994964102958,"LINESTRING (139.7668254 35.6729725, 139.7668828 35.6730257, 139.767658 35.6737457, 139.7677003 35.6737849, 139.7677657 35.6738456)",2,50,,,,,1
573250483,10154457637,0,1158715735,primary,晴海通り(左側の側道),True,304,False,7.76972594373864,"LINESTRING (139.7628218 35.6727294, 139.762737 35.6727411)",1,,,,,,1
588411746,1105152945,0,968060906,tertiary,銀座桜通り,False,,False,19.3540560071786,"LINESTRING (139.7723961 35.6733844, 139.7721952 35.6734449)",,,,,,,1
598438978,598438981,0,46869645,unclassified,あづま通り,True,,False,131.936783688681,"LINESTRING (139.7664669 35.6716552, 139.7665054 35.671698, 139.7671135 35.672365, 139.7673021 35.6725721, 139.7673395 35.6726065)",,30,,,,,1
598438978,1105125583,0,342481201,unclassified,松屋通り,True,,False,59.7936309306431,"LINESTRING (139.7664669 35.6716552, 139.7669174 35.6713381, 139.7669672 35.6713031)",,,,,,,1
598438981,1105125509,0,46869645,unclassified,あづま通り,True,,False,129.436884583576,"LINESTRING (139.7673395 35.6726065, 139.7673795 35.6726412, 139.7678611 35.6731563, 139.7681733 35.6734902, 139.768209 35.6735314)",,30,,,,,1
598438981,304153036,0,240392370,unclassified,銀座マロニエ通り,True,,False,54.5588540794541,"LINESTRING (139.7673395 35.6726065, 139.7670059 35.6728469, 139.7669517 35.672886, 139.7668881 35.6729325)",,,,,,,1
598438985,31255167,0,95274352,tertiary,,False,,False,22.279686868997,"LINESTRING (139.7687599 35.6716361, 139.7689546 35.6715131)",,,,,,,1
598438985,1070638617,0,4848928,primary,昭和通り,True,316,False,130.889070916641,"LINESTRING (139.7687599 35.6716361, 139.7688484 35.6717322, 139.7690293 35.6719359, 139.7694239 35.6723803, 139.7696097 35.6725895)",,,,,,,1
598438985,1105125467,0,95274316,unclassified,,True,,False,45.3339164393357,"LINESTRING (139.7687599 35.6716361, 139.7686665 35.6717008, 139.7683782 35.6719008)",,,,,,,1
598438986,1105125670,0,46869642,unclassified,,True,,False,130.990889156267,"LINESTRING (139.7680158 35.6721406, 139.7680511 35.6721825, 139.7687782 35.6730788, 139.7688153 35.6731234)",,,,,,,1
598438986,1105125227,0,240392370,unclassified,銀座マロニエ通り,True,,False,26.9580613757508,"LINESTRING (139.7680158 35.6721406, 139.7678414 35.6722553, 139.7677838 35.6722931)",,,,,,,1
689881123,598438978,0,342481201,unclassified,松屋通り,True,,False,63.5393873986875,"LINESTRING (139.7659316 35.6720259, 139.7659977 35.6719798, 139.7664669 35.6716552)",,,,,,,1
689881123,951247020,0,568498791,trunk,中央通り,True,15,False,114.149246413464,"LINESTRING (139.7659316 35.6720259, 139.7658687 35.6719656, 139.7652753 35.6713998, 139.7652342 35.6713606, 139.7651153 35.6712423)",2,50,,,,,1
835996327,1130958801,0,97685704,unclassified,,False,,True,11.2073718368761,"LINESTRING (139.7644832 35.6667727, 139.7645734 35.6668419)",,30,,,,,1
835996327,31254303,0,172598650,tertiary,中央市場通り,True,,False,46.89443208398,"LINESTRING (139.7644832 35.6667727, 139.7642211 35.6669924, 139.7641205 35.6670744)",2,,,,,,1
835996327,835996333,0,606147470,unclassified,,True,,False,70.8455138155576,"LINESTRING (139.7644832 35.6667727, 139.7644394 35.6667388, 139.7639283 35.6663225)",,30,,,,,1
835996333,1130958910,0,651701877,tertiary,銀中通り,False,,False,35.0778599791125,"LINESTRING (139.7639283 35.6663225, 139.7642079 35.6661036)",,,,,,,1
835996333,1130958813,0,651701877,tertiary,銀中通り,False,,True,28.6846287617655,"LINESTRING (139.7639283 35.6663225, 139.763705 35.6665059)",,,,,,,1
835996333,6773618244,0,606147470,unclassified,,True,,False,26.9419277333084,"LINESTRING (139.7639283 35.6663225, 139.7638879 35.66629, 139.7637185 35.6661503)",,30,,,,,1
835996338,1326673493,0,74314564,residential,,False,,True,43.421335991079,"LINESTRING (139.7711585 35.6708826, 139.7711065 35.6709173, 139.7707871 35.6711305)",,,,,,,1
835996338,835996357,0,342481198,unclassified,,True,,False,69.9358719169601,"LINESTRING (139.7711585 35.6708826, 139.7715166 35.6712253, 139.7715408 35.6713167, 139.7715631 35.6714007)",,,,,,,1
835996339,951247002,0,69963030,unclassified,,True,,False,146.725986445301,"LINESTRING (139.7683805 35.6685324, 139.7684553 35.6685903, 139.7694662 35.6694424, 139.7695107 35.66948)",,,,,,,1
835996343,31254303,0,580847357,primary,昭和通り,True,316,False,10.2556755612383,"LINESTRING (139.7642033 35.6671375, 139.7641205 35.6670744)",,,,,,,1
835996343,1130958801,0,69963044,tertiary,中央市場通り,True,,False,46.8859370941263,"LINESTRING (139.7642033 35.6671375, 139.764307 35.667053, 139.7645734 35.6668419)",2,,,,,,1
835996344,1721499195,0,4848928,primary,昭和通り,True,316,False,21.1631268560454,"LINESTRING (139.7644321 35.6675429, 139.7645904 35.6676832)",,,,,,,1
835996352,835996360,0,69963032,tertiary,銀中通り,False,,True,8.90134418510162,"LINESTRING (139.7653873 35.6661787, 139.7653149 35.6661244)",,,,,,,1
835996352,1130958313,0,69963032,tertiary,銀中通り,False,,False,119.785991225745,"LINESTRING (139.7653873 35.6661787, 139.7654392 35.6662179, 139.7662838 35.6668596, 139.7663559 35.6669144)",,,,,,,1
835996352,1130958331,0,69963044,tertiary,中央市場通り,True,,False,49.4807495670293,"LINESTRING (139.7653873 35.6661787, 139.7654488 35.6661261, 139.7657647 35.6658562)",2,,,,,,1
835996357,1326673490,0,92223190,tertiary,,False,,True,37.0505941900641,"LINESTRING (139.7715631 35.6714007, 139.7714933 35.671429, 139.7712015 35.6715579)",,,,,,,1
835996357,1105152918,0,342481198,unclassified,,True,,False,105.152184804373,"LINESTRING (139.7715631 35.6714007, 139.7715649 35.6714798, 139.7716563 35.6717832, 139.7718268 35.6723198)",,,,,,,1
835996358,2172319420,0,69963036,primary,,True,,False,91.4964054300767,"LINESTRING (139.7634626 35.6667346, 139.763287 35.6665807, 139.7631746 35.6665286, 139.7630687 35.6664513, 139.763012 35.6663431, 139.762997 35.6662615, 139.7629924 35.6661725, 139.7630093 35.6660704)",1,,,,,,1
835996358,31254276,0,271720622,primary,昭和通り,True,316,False,65.9599195347306,"LINESTRING (139.7634626 35.6667346, 139.7631012 35.6665578, 139.7628015 35.6664991)",,,,,,,1
835996358,1130958813,0,651701877,tertiary,銀中通り,False,,False,33.8603754898145,"LINESTRING (139.7634626 35.6667346, 139.7635424 35.6666288, 139.763705 35.6665059)",,,,,,,1
835996360,835996352,0,69963032,tertiary,銀中通り,False,,False,8.90134418510162,"LINESTRING (139.7653149 35.6661244, 139.7653873 35.6661787)",,,,,,,1
835996360,1130958973,0,69963032,tertiary,銀中通り,False,,True,37.8744512245341,"LINESTRING (139.7653149 35.6661244, 139.7652391 35.6660628, 139.765019 35.6658831)",,,,,,,1
835996360,1130958558,0,172598650,tertiary,中央市場通り,True,,False,69.4604335714615,"LINESTRING (139.7653149 35.6661244, 139.7652461 35.6661784, 139.764762 35.6665585)",2,,,,,,1
835996368,835996343,0,580847357,primary,昭和通り,True,316,False,50.1652972758518,"LINESTRING (139.7646037 35.6674501, 139.7642033 35.6671375)",,,,,,,1
835996371,1130958313,0,69963032,tertiary,銀中通り,False,,True,115.558094343488,"LINESTRING (139.7672855 35.6676283, 139.767193 35.6675573, 139.7668308 35.6672792, 139.7664314 35.6669723, 139.7663559 35.6669144)",,,,,,,1
835996371,1105152891,0,95277523,unclassified,銀中通り,True,,False,90.6896104506599,"LINESTRING (139.7672855 35.6676283, 139.7673637 35.6676933, 139.7679854 35.668213)",,,,,,,1
835996371,6271645596,0,240595358,unclassified,,True,,False,27.1052745076824,"LINESTRING (139.7672855 35.6676283, 139.7673476 35.667546, 139.7673721 35.6675208, 139.7674576 35.667429)",,30,,,,,1
878518740,1105152915,0,74314548,residential,木挽町通り,True,,False,74.1674639433196,"LINESTRING (139.7704955 35.6713251, 139.770011 35.6708508, 139.7699712 35.6708118)",,30,,,,,1
878518740,1326673493,0,74314564,residential,,False,,False,34.0891466132101,"LINESTRING (139.7704955 35.6713251, 139.7705261 35.6713047, 139.7707871 35.6711305)",,,,,,,1
878518740,878518784,0,74314564,residential,,False,,True,38.1767675634368,"LINESTRING (139.7704955 35.6713251, 139.7704699 35.6713423, 139.770169 35.6715431)",,,,,,,1
878518757,878518780,0,92223190,tertiary,,False,,False,38.6600600942548,"LINESTRING (139.77058 35.6719575, 139.7709132 35.6717393)",,,,,,,1
878518757,1105152884,0,74314550,residential,,True,,False,88.6083825969612,"LINESTRING (139.77058 35.6719575, 139.7706144 35.6720056, 139.7708667 35.6723315, 139.7711072 35.6726294)",,,,,,,1
878518757,1070638257,0,92223190,tertiary,,False,,True,39.9879310478496,"LINESTRING (139.77058 35.6719575, 139.770399 35.6720641, 139.7702828 35.6721395, 139.7702278 35.6721752)",,,,,,,1
878518780,1326673800,0,92223190,tertiary,,False,,False,18.2516060094887,"LINESTRING (139.7709132 35.6717393, 139.7710716 35.6716374)",,,,,,,1
878518780,878518757,0,92223190,tertiary,,False,,True,38.6600600942548,"LINESTRING (139.7709132 35.6717393, 139.77058 35.6719575)",,,,,,,1
878518780,878518740,0,74314548,residential,木挽町通り,True,,False,59.5534912291377,"LINESTRING (139.7709132 35.6717393, 139.770867 35.6716875, 139.7704955 35.6713251)",,30,,,,,1
878518784,878518757,0,74314550,residential,,True,,False,59.1748904254296,"LINESTRING (139.770169 35.6715431, 139.7705316 35.6719083, 139.77058 35.6719575)",,,,,,,1
878518784,878518740,0,74314564,residential,,False,,False,38.1767675634368,"LINESTRING (139.770169 35.6715431, 139.7704699 35.6713423, 139.7704955 35.6713251)",,,,,,,1
878518784,1105152917,0,74314564,residential,,False,,True,39.060080831632,"LINESTRING (139.770169 35.6715431, 139.7698743 35.6717398, 139.7698349 35.6717661)",,,,,,,1
951246993,1130958577,0,81610534,residential,,True,,False,67.8486294524555,"LINESTRING (139.7686619 35.6701092, 139.768699 35.6701437, 139.7691558 35.6705689)",,,,,,,1
951246993,1105152954,0,342481201,unclassified,松屋通り,True,,False,32.103488511846,"LINESTRING (139.7686619 35.6701092, 139.768856 35.6699661, 139.7689251 35.6699152)",,,,,,,1
951246999,258071906,0,568498790,primary,晴海通り,True,304,False,7.41263954797732,"LINESTRING (139.7650292 35.6711566, 139.7649681 35.6712011)",3,,,,,,1
951246999,473462993,0,538982927,trunk,中央通り,True,15,False,128.011613947843,"LINESTRING (139.7650292 35.6711566, 139.7649184 35.6710464, 139.7642094 35.6703828, 139.7641697 35.6703456, 139.7641027 35.6702856)",2,50,,,,,1
951247002,31254351,0,342481196,unclassified,,True,,False,29.0728096560018,"LINESTRING (139.7695107 35.66948, 139.7695669 35.6695242, 139.769742 35.6696618)",,,,,,,1
951247020,951246999,0,1090618167,trunk,中央通り,True,15,False,12.3004493640477,"LINESTRING (139.7651153 35.6712423, 139.7650292 35.6711566)",2,50,,,,,1
951247020,951247036,0,539237084,primary,晴海通り,True,304,False,63.2992118721813,"LINESTRING (139.7651153 35.6712423, 139.7652171 35.6711625, 139.7656287 35.6708549)",3,,,,,,1
951247022,1105152917,0,240392347,unclassified,木挽町仲通り,True,,False,72.944749586556,"LINESTRING (139.7693324 35.6712526, 139.7693753 35.6712944, 139.7698349 35.6717661)",,,,,,,1
951247022,31255167,0,342481197,tertiary,,True,,False,44.7631804260332,"LINESTRING (139.7693324 35.6712526, 139.7690374 35.6714555, 139.7689546 35.6715131)",,,,,,,1
951247032,951246993,0,342481201,unclassified,松屋通り,True,,False,32.4982301118132,"LINESTRING (139.7683947 35.6703049, 139.7686619 35.6701092)",,,,,,,1
951247032,1130958499,0,81610536,residential,,True,,False,67.161680355051,"LINESTRING (139.7683947 35.6703049, 139.7684328 35.6703422, 139.7688644 35.6707731)",,,,,,,1
951247034,951247022,0,342481197,tertiary,,True,,False,37.9742856803752,"LINESTRING (139.769651 35.6710298, 139.7693324 35.6712526)",,,,,,,1
951247034,878518784,0,74314550,residential,,True,,False,73.8053882429416,"LINESTRING (139.769651 35.6710298, 139.7696942 35.6710721, 139.770169 35.6715431)",,,,,,,1
951247035,1130958846,0,342481197,tertiary,,True,,False,38.356003073679,"LINESTRING (139.7705957 35.6703701, 139.7705255 35.6704213, 139.7702797 35.6706005)",,,,,,,1
951247035,835996338,0,342481198,unclassified,,True,,False,76.3689480481427,"LINESTRING (139.7705957 35.6703701, 139.7706597 35.6704283, 139.7711585 35.6708826)",,,,,,,1
951247036,254367451,0,539237084,primary,晴海通り,True,304,False,61.7310732800965,"LINESTRING (139.7656287 35.6708549, 139.7661214 35.6704702)",3,,,,,,1
951247036,598438978,0,"[723856283, 723856284, 46869645]",unclassified,あづま通り,True,,False,116.846994192862,"LINESTRING (139.7656287 35.6708549, 139.7657006 35.6709208, 139.7658334 35.6710466, 139.766052 35.6712531, 139.7664272 35.6716156, 139.7664669 35.6716552)",,30,,,,,1
951247044,1105125170,0,342481201,unclassified,松屋通り,True,,False,39.446877848313,"LINESTRING (139.7672162 35.6711382, 139.7675576 35.670917)",,,,,,,1
951247044,598438986,0,46869642,unclassified,,True,,False,132.818832059328,"LINESTRING (139.7672162 35.6711382, 139.7672494 35.6711799, 139.7679865 35.672104, 139.7680158 35.6721406)",,,,,,,1
1070638135,31255167,0,69963039,primary,昭和通り,True,316,False,131.344584369734,"LINESTRING (139.7698143 35.6724657, 139.7694246 35.6720355, 139.7690426 35.6716144, 139.7689546 35.6715131)",,,,,,,1
1070638135,1070638257,0,92223190,tertiary,,False,,False,49.3821473089654,"LINESTRING (139.7698143 35.6724657, 139.7698966 35.672408, 139.7701823 35.672207, 139.7702278 35.6721752)",,,,,,,1
1070638168,1070638350,0,968060908,tertiary,銀座桜通り,False,,False,7.8042968243127,"LINESTRING (139.7708222 35.673823, 139.7707411 35.6738472)",,,,,,,1
1070638168,1070638476,0,968060911,tertiary,銀座桜通り,False,,True,7.33765083712828,"LINESTRING (139.7708222 35.673823, 139.7708982 35.6737997)",,,,,,,1
1070638231,1070638168,0,760779955,primary,昭和通り,True,316,False,31.7452950073404,"LINESTRING (139.7705864 35.673615, 139.7707116 35.6736966, 139.7707626 35.6737528, 139.7708222 35.673823)",,,,,,,1
1070638231,1070638350,0,1245989820,primary,昭和通り,True,316,False,29.5478398758397,"LINESTRING (139.7705864 35.673615, 139.7706438 35.6737324, 139.7706836 35.6737769, 139.7707411 35.6738472)",,,,,,,1
1070638257,878518757,0,92223190,tertiary,,False,,False,39.9879310478496,"LINESTRING (139.7702278 35.6721752, 139.7702828 35.6721395, 139.770399 35.6720641, 139.77058 35.6719575)",,,,,,,1
1070638257,1070638135,0,92223190,tertiary,,False,,True,49.3821473089654,"LINESTRING (139.7702278 35.6721752, 139.7701823 35.672207, 139.7698966 35.672408, 139.7698143 35.6724657)",,,,,,,1
1070638257,1105125657,0,240392347,unclassified,木挽町仲通り,True,,False,111.793537139398,"LINESTRING (139.7702278 35.6721752, 139.7702862 35.6722326, 139.7709709 35.6729238, 139.7710047 35.6729578)",,,,,,,1
1070638350,5110457574,0,23489017,primary,昭和通り,True,316,False,46.8520531774832,"LINESTRING (139.7707411 35.6738472, 139.7709807 35.6742209)",,,,,,,1
1070638350,1070638168,0,968060908,tertiary,銀座桜通り,False,,True,7.8042968243127,"LINESTRING (139.7707411 35.6738472, 139.7708222 35.673823)",,,,,,,1
1070638350,31255183,0,968060910,tertiary,銀座桜通り,False,,False,63.3826763182363,"LINESTRING (139.7707411 35.6738472, 139.7706103 35.673891, 139.7705546 35.6739096, 139.7701426 35.6740474, 139.7700922 35.6740641)",,,,,,,1
1070638366,1070638476,0,229878534,tertiary,銀座桜通り,False,,False,7.65648853611545,"LINESTRING (139.7709796 35.6737805, 139.7708982 35.6737997)",,,,,,,1
1070638366,31255186,0,968060907,tertiary,銀座桜通り,False,,True,56.3424318580959,"LINESTRING (139.7709796 35.6737805, 139.7710997 35.6737583, 139.7711684 35.6737452, 139.7713328 35.6737138, 139.7715151 35.6736807, 139.7715876 35.6736674)",,,,,,,1
1070638366,11583657070,0,1245989822,primary,昭和通り,True,316,False,31.0429731216216,"LINESTRING (139.7709796 35.6737805, 139.7709136 35.6737094, 139.7707427 35.6735795)",,,,,,,1
1070638476,1070638366,0,229878534,tertiary,銀座桜通り,False,,True,7.65648853611545,"LINESTRING (139.7708982 35.6737997, 139.7709796 35.6737805)",,,,,,,1
1070638476,1070638168,0,968060911,tertiary,銀座桜通り,False,,False,7.33765083712828,"LINESTRING (139.7708982 35.6737997, 139.7708222 35.673823)",,,,,,,1
1070638476,11583657070,0,968060912,primary,昭和通り,True,316,False,28.2797989451891,"LINESTRING (139.7708982 35.6737997, 139.7708398 35.6737315, 139.7707427 35.6735795)",,,,,,,1
1070638565,1715779074,0,580847357,primary,昭和通り,True,316,False,65.9975361463998,"LINESTRING (139.7661765 35.6686931, 139.7660751 35.6686117, 139.7658634 35.6684415, 139.7656626 35.6682713)",,,,,,,1
1070638565,1130958386,0,680788592,unclassified,みゆき通り,True,,False,47.4516245732471,"LINESTRING (139.7661765 35.6686931, 139.7662519 35.6686184, 139.7665094 35.668363)",,30,,,,,1
1070638575,1070638565,0,680788592,unclassified,みゆき通り,True,,False,20.6484907031552,"LINESTRING (139.766018 35.6688269, 139.7661765 35.6686931)",,30,,,,,1
1070638575,31254305,0,4848928,primary,昭和通り,True,316,False,122.373359204518,"LINESTRING (139.766018 35.6688269, 139.7661138 35.6689154, 139.7662027 35.6689974, 139.766817 35.6695049, 139.7669344 35.6696354)",,,,,,,1
1070638617,11583657069,0,4848928,primary,昭和通り,True,316,False,66.1934804291386,"LINESTRING (139.7696097 35.6725895, 139.7699041 35.672901, 139.7700823 35.6730427)",,,,,,,1
